duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre,key,mode,time_signature,explicit,popularity
210225,0.551,0.968,-2.038,0.232,0.0579,0.0,0.373,0.3,155.025,hardstyle,9,1,4,0,22
251709,0.482,0.357,-12.748,0.0278,0.924,0.186,0.12,0.223,82.003,folk,10,1,4,0,35
237533,0.2,0.166,-16.184,0.0335,0.94,0.0405,0.103,0.116,84.683,opera,1,1,4,0,19
167504,0.828,0.724,-3.555,0.0715,0.0424,1.68e-06,0.468,0.896,96.058,latino,6,0,4,1,64
230746,0.395,0.901,-5.547,0.0391,4.24e-06,0.879,0.0615,0.357,90.51,death-metal,0,1,4,0,21
747325,0.288,0.485,-13.162,0.0491,0.576,0.9,0.322,0.124,135.87,psych-rock,7,0,3,0,58
252346,0.798,0.711,-2.196,0.0302,0.0253,0.0,0.283,0.702,119.999,punk-rock,4,0,4,0,36
190960,0.759,0.54,-6.039,0.0287,0.037,0.0,0.0945,0.75,116.947,dance,9,0,4,0,2
316701,0.401,0.949,-4.805,0.111,8.29e-05,0.00567,0.153,0.536,194.032,industrial,7,1,4,0,35
196520,0.794,0.24,-13.289,0.0576,0.782,0.0866,0.125,0.191,120.029,indian,1,1,4,0,50
225213,0.535,0.911,-6.568,0.0364,9.48e-05,0.0151,0.428,0.794,142.025,industrial,4,1,4,0,25
31637,0.235,0.901,-5.465,0.0964,0.000153,0.947,0.113,0.913,167.057,power-pop,1,1,4,0,23
514177,0.371,0.477,-8.929,0.0337,0.538,0.0,0.113,0.252,149.394,malay,4,1,4,0,25
480706,0.486,0.881,-5.623,0.0474,0.0244,0.0,0.429,0.667,144.997,alternative,2,0,4,1,69
125613,0.758,0.451,-8.001,0.0375,0.75,0.0,0.0503,0.737,122.912,jazz,6,1,4,0,0
234586,0.726,0.641,-4.811,0.0276,0.343,3.14e-06,0.593,0.508,131.849,forro,4,0,4,0,45
205000,0.484,0.815,-3.833,0.0542,0.0997,0.0,0.164,0.353,171.079,drum-and-bass,2,1,4,0,62
178000,0.616,0.147,-13.985,0.03,0.83,0.0,0.199,0.57,86.703,honky-tonk,0,1,5,0,15
250493,0.813,0.747,-5.055,0.0691,0.0271,9.22e-06,0.049,0.787,130.051,salsa,0,1,4,0,40
149571,0.469,0.777,-6.175,0.0742,0.0183,0.0,0.111,0.252,139.967,house,8,0,4,0,60
102320,0.371,0.218,-16.201,0.0347,0.927,0.283,0.104,0.244,119.984,disney,7,1,4,0,19
202640,0.579,0.942,-6.88,0.0354,0.0303,0.82,0.655,0.394,120.059,garage,4,1,4,0,48
220853,0.703,0.76,-7.308,0.0635,0.00412,0.761,0.111,0.608,113.01,disco,11,0,4,0,60
530343,0.819,0.32,-14.0,0.0843,0.012,0.887,0.206,0.332,125.012,detroit-techno,2,1,4,0,8
327955,0.603,0.603,-3.678,0.0336,0.853,0.0,0.14,0.525,143.622,guitar,4,0,4,0,24
59403,0.245,0.978,-2.965,0.265,0.000496,0.487,0.116,0.386,89.907,hardcore,11,0,4,1,28
169293,0.325,0.536,-6.04,0.0323,0.614,0.0,0.251,0.218,101.483,funk,5,1,4,0,0
272800,0.741,0.582,-4.445,0.281,0.291,0.000101,0.152,0.713,186.096,latin,8,1,4,0,1
134333,0.644,0.393,-9.128,0.034,0.499,3.62e-05,0.141,0.964,90.057,r-n-b,0,1,3,0,47
182667,0.691,0.539,-9.952,0.105,0.246,0.155,0.178,0.328,99.974,indie-pop,0,1,4,0,0
253026,0.42,0.96,-3.478,0.0523,0.0176,1.22e-05,0.229,0.447,125.885,heavy-metal,2,1,4,0,33
383160,0.727,0.679,-16.982,0.0581,0.000182,0.865,0.0919,0.886,124.006,chicago-house,11,0,4,0,6
438720,0.749,0.731,-10.865,0.108,0.00314,0.867,0.111,0.0598,131.997,deep-house,4,1,4,0,54
190714,0.626,0.585,-5.824,0.0723,0.518,0.86,0.162,0.381,77.238,study,7,0,4,0,16
267240,0.506,0.63,-6.966,0.052,0.000314,0.183,0.122,0.0919,174.084,drum-and-bass,8,1,4,0,18
153604,0.697,0.301,-14.87,0.044,0.334,0.0153,0.113,0.253,125.028,sad,1,0,4,0,48
307360,0.543,0.336,-10.701,0.0371,0.824,0.0472,0.117,0.292,98.955,guitar,9,0,4,0,24
232773,0.737,0.571,-6.756,0.0303,0.0585,0.000707,0.126,0.655,119.054,afrobeat,11,0,4,0,27
401142,0.589,0.822,-7.405,0.0511,0.015,0.686,0.0895,0.584,140.0,trance,11,1,4,0,33
211333,0.823,0.858,-6.445,0.367,0.262,0.0,0.359,0.728,109.977,j-dance,9,0,4,1,19
301880,0.591,0.784,-13.84,0.0521,0.0303,0.917,0.11,0.688,122.588,chicago-house,10,0,4,0,29
195846,0.321,0.148,-13.452,0.0311,0.81,0.0,0.131,0.166,139.766,world-music,0,1,3,0,48
122666,0.371,0.914,-4.019,0.0703,4.07e-05,0.214,0.0714,0.131,123.99,grindcore,11,1,4,1,13
221074,0.632,0.803,-10.758,0.0461,0.000119,0.528,0.205,0.888,132.081,chicago-house,6,1,4,0,14
471400,0.616,0.67,-9.982,0.0363,0.00443,0.806,0.109,0.674,143.957,trip-hop,9,0,4,0,22
238420,0.483,0.683,-6.903,0.0364,0.0105,0.000149,0.106,0.12,149.841,hardstyle,2,0,4,0,51
233360,0.646,0.798,-3.943,0.0626,0.689,0.0,0.106,0.544,88.096,spanish,11,0,4,0,0
142560,0.493,0.608,-15.047,0.907,0.686,0.0,0.718,0.327,105.764,comedy,5,1,4,0,21
357133,0.365,0.806,-8.948,0.0849,0.0518,0.52,0.135,0.388,167.383,trip-hop,8,1,4,0,51
154925,0.846,0.573,-6.005,0.0633,0.0437,0.0,0.0856,0.553,134.144,hip-hop,6,0,4,0,64
288019,0.618,0.707,-6.554,0.0398,0.738,0.00442,0.0876,0.711,80.078,pop-film,0,0,4,0,56
229093,0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011,emo,7,1,4,0,78
189901,0.419,0.969,-4.948,0.16,0.000119,0.00669,0.85,0.429,99.117,hard-rock,10,0,4,0,34
291146,0.299,0.128,-16.762,0.0367,0.949,0.876,0.118,0.0369,139.45,idm,5,1,4,0,36
172653,0.27,0.26,-12.037,0.0322,0.75,2.07e-05,0.128,0.182,118.581,jazz,1,0,3,0,0
219213,0.694,0.871,-6.255,0.0951,0.0186,1.63e-06,0.076,0.37,126.932,german,9,1,4,0,38
309105,0.422,0.847,-5.601,0.0565,0.0029,0.174,0.102,0.268,113.363,black-metal,7,0,4,0,22
188920,0.615,0.694,-10.525,0.0312,0.287,0.826,0.121,0.745,135.861,afrobeat,0,1,4,0,20
138410,0.574,0.39,-9.155,0.0347,0.896,0.08,0.101,0.818,139.909,cantopop,5,0,4,0,30
238400,0.502,0.979,-1.476,0.148,0.00113,0.0202,0.277,0.398,75.0,dub,5,0,4,0,50
192973,0.247,0.233,-13.611,0.0366,0.914,2.49e-05,0.379,0.102,123.097,opera,10,1,3,0,52
208920,0.658,0.773,-5.119,0.0244,0.000901,0.0,0.194,0.66,100.006,alt-rock,11,1,4,0,0
187128,0.333,0.245,-14.394,0.0392,0.949,9.64e-06,0.532,0.373,88.596,romance,5,1,4,0,0
178537,0.677,0.86,-2.707,0.0376,0.497,0.00756,0.156,0.463,121.005,progressive-house,6,0,4,1,50
115560,0.362,0.53,-8.754,0.0632,0.709,0.0,0.16,0.599,194.882,jazz,6,1,3,0,0
254160,0.631,0.977,-6.043,0.0446,0.00921,0.692,0.0802,0.239,107.226,breakbeat,9,1,4,0,24
255680,0.741,0.787,-6.228,0.0525,0.217,0.0179,0.0835,0.771,91.993,hip-hop,5,1,4,0,1
186572,0.763,0.477,-5.82,0.0312,0.542,0.0,0.108,0.789,120.014,r-n-b,0,1,4,0,48
229426,0.253,0.961,-4.657,0.154,3.31e-05,9.6e-06,0.378,0.167,110.66,death-metal,1,1,4,0,21
229019,0.397,0.458,-7.796,0.0293,0.339,0.00366,0.11,0.239,67.968,country,8,1,4,0,0
181741,0.673,0.793,-5.265,0.0391,0.00542,4.1e-05,0.104,0.352,125.028,trance,4,0,4,0,49
106110,0.343,0.942,-5.078,0.105,1.64e-05,0.7,0.097,0.202,107.202,grindcore,3,1,4,0,11
251695,0.471,0.846,-4.05,0.0388,0.0174,0.0,0.148,0.314,109.997,world-music,2,1,4,0,54
214560,0.393,0.828,-4.147,0.0332,0.0746,0.00192,0.148,0.473,129.743,rockabilly,11,0,1,0,55
310226,0.505,0.989,-6.861,0.0859,7.45e-05,0.345,0.698,0.0536,90.038,black-metal,3,1,4,1,46
207946,0.627,0.946,-5.006,0.0409,0.00825,0.0013,0.319,0.657,101.055,forro,6,0,4,0,39
163613,0.448,0.606,-4.565,0.0609,0.577,0.0,0.217,0.483,121.15,electro,3,1,4,0,0
254253,0.496,0.725,-8.485,0.0371,0.68,0.0,0.883,0.501,155.016,pagode,9,1,4,0,50
257013,0.51,0.985,-7.518,0.107,0.00179,0.212,0.213,0.295,100.003,black-metal,11,1,4,0,17
126942,0.592,0.264,-8.382,0.0907,0.784,0.547,0.107,0.297,36.099,study,0,1,4,0,13
217352,0.154,0.419,-27.651,0.0535,0.89,0.932,0.359,0.000781,84.263,sleep,0,0,4,0,42
109017,0.721,0.605,-7.891,0.192,0.00899,0.497,0.373,0.717,179.986,happy,5,1,4,0,20
202520,0.486,0.413,-8.677,0.0797,0.983,0.000146,0.17,0.312,103.106,romance,0,1,3,0,0
215920,0.363,0.297,-8.254,0.0308,0.425,0.000254,0.11,0.105,131.236,opera,5,1,4,0,24
235626,0.499,0.777,-6.798,0.0645,0.609,0.0,0.34,0.69,145.493,samba,9,1,4,0,36
182520,0.775,0.608,-6.264,0.128,0.128,0.0,0.0895,0.56,137.494,dance,7,1,4,0,0
178453,0.828,0.731,-3.033,0.111,0.0617,0.0,0.048,0.587,119.978,k-pop,9,1,4,0,79
199773,0.687,0.677,-4.172,0.0508,0.000643,0.000137,0.0564,0.545,75.052,metal,2,1,4,0,75
162133,0.329,0.429,-14.43,0.035,0.47,0.0,0.0965,0.652,177.062,rock-n-roll,0,0,4,0,40
231000,0.632,0.362,-13.499,0.0348,0.624,0.000194,0.108,0.299,78.968,indian,5,1,4,0,42
218666,0.446,0.412,-6.266,0.0247,0.261,0.000368,0.121,0.0381,89.921,metalcore,3,0,4,0,25
383534,0.35,0.831,-9.522,0.0451,0.282,0.873,0.146,0.33,86.981,iranian,0,1,4,0,0
168906,0.573,0.249,-14.947,0.0747,0.882,0.0,0.11,0.778,109.519,tango,10,1,4,0,20
153032,0.536,0.564,-7.625,0.312,0.684,0.0,0.132,0.297,111.989,dancehall,1,1,5,0,28
139703,0.61,0.493,-9.977,0.0251,0.236,0.00714,0.107,0.632,136.373,goth,2,1,4,0,22
128399,0.515,0.721,-7.889,0.0297,0.583,0.881,0.0569,0.851,113.176,club,0,1,4,0,15
471029,0.827,0.765,-8.418,0.0743,0.0059,0.901,0.103,0.0968,124.001,minimal-techno,10,0,4,0,36
227626,0.591,0.765,-2.949,0.0519,0.0671,0.0,0.0677,0.495,133.289,punk-rock,2,0,4,0,37
245978,0.408,0.314,-7.729,0.0323,0.48,1.27e-05,0.111,0.0833,105.096,swedish,0,1,4,0,61
174106,0.596,0.349,-10.732,0.036,0.86,0.0217,0.0817,0.724,120.579,tango,7,1,4,0,23
144262,0.411,0.566,-10.066,0.0312,0.0039,0.395,0.245,0.348,139.978,dub,11,0,4,0,48
206675,0.596,0.505,-8.927,0.0483,0.672,7.75e-05,0.107,0.222,150.119,malay,9,0,3,0,26
167723,0.866,0.7,-6.385,0.216,0.0938,2.49e-06,0.162,0.526,131.643,party,9,1,4,0,25
280259,0.66,0.686,-5.135,0.0276,0.000882,0.373,0.102,0.106,125.027,breakbeat,7,1,4,0,12
173933,0.625,0.672,-13.566,0.099,0.532,0.92,0.0977,0.902,99.992,idm,1,1,4,0,10
234133,0.223,0.528,-6.581,0.0332,0.626,0.0,0.118,0.381,184.512,latin,10,0,3,0,0
154000,0.62,0.255,-12.163,0.0281,0.937,0.0,0.0918,0.25,91.988,children,4,1,4,0,37
141120,0.587,0.852,-6.195,0.0508,0.69,0.46,0.329,0.487,118.265,club,7,1,4,0,18
224373,0.754,0.495,-10.966,0.0322,0.106,0.00316,0.0685,0.807,140.244,brazil,0,1,4,0,0
388153,0.704,0.448,-16.847,0.0454,0.228,0.913,0.107,0.231,120.009,deep-house,1,1,4,0,49
180133,0.64,0.664,-4.73,0.0289,0.196,0.0,0.31,0.879,134.002,r-n-b,0,1,4,0,32
252306,0.716,0.494,-14.118,0.0288,0.62,1.28e-05,0.303,0.805,129.864,mpb,4,1,4,0,41
230213,0.607,0.847,-3.164,0.0281,0.381,2.1e-05,0.344,0.779,121.68,ska,11,1,4,0,36
219152,0.577,0.936,-6.131,0.0618,0.00177,0.811,0.259,0.201,149.026,hardstyle,9,1,4,0,20
416931,0.803,0.734,-9.163,0.0609,0.0561,0.869,0.107,0.152,125.0,minimal-techno,1,0,4,0,42
236564,0.508,0.861,-4.271,0.0399,0.00354,0.0,0.223,0.586,150.004,emo,4,1,4,0,46
238386,0.561,0.784,-4.806,0.0287,0.0112,9.84e-06,0.185,0.411,94.941,ska,11,1,4,0,35
373761,0.735,0.518,-14.334,0.0702,0.223,0.858,0.111,0.164,109.002,chicago-house,2,1,4,0,18
225388,0.552,0.946,-5.29,0.0927,0.000492,0.264,0.0767,0.282,162.968,happy,2,1,4,0,0
283306,0.466,0.953,-2.431,0.1,0.128,0.0,0.218,0.283,134.004,j-idol,3,1,4,0,20
177436,0.695,0.845,-5.026,0.0363,0.0465,1.16e-06,0.117,0.456,124.02,progressive-house,7,1,4,0,58
268886,0.648,0.672,-9.322,0.0411,0.232,0.113,0.1,0.178,99.992,deep-house,5,1,4,0,54
228386,0.295,0.738,-5.384,0.12,0.0101,0.000142,0.063,0.301,75.003,blues,10,1,4,0,51
332702,0.556,0.521,-10.811,0.0321,0.632,0.000582,0.102,0.355,127.956,pop,6,1,4,0,68
123891,0.671,0.275,-11.185,0.056,0.796,0.000339,0.0657,0.159,124.007,chill,6,0,4,0,70
206933,0.415,0.358,-13.509,0.0382,0.759,0.0,0.67,0.422,125.414,disco,7,1,4,0,30
197293,0.698,0.743,-9.61,0.0771,0.34,0.0,0.34,0.963,152.251,forro,2,0,4,0,37
135053,0.833,0.652,-6.942,0.0762,0.00161,0.0985,0.106,0.405,158.022,hip-hop,11,1,4,1,0
127030,0.437,0.989,-7.107,0.0533,0.000219,0.556,0.313,0.0978,137.974,progressive-house,6,0,4,0,40
238706,0.616,0.829,-7.225,0.0401,0.0306,0.0102,0.237,0.49,108.014,synth-pop,11,0,4,0,10
379746,0.623,0.696,-8.837,0.0561,0.00157,0.628,0.341,0.138,101.98,idm,4,0,4,0,8
480000,0.545,0.928,-5.377,0.0408,0.000205,0.798,0.738,0.244,141.988,trance,8,1,4,0,49
238528,0.6,0.935,-4.52,0.0284,0.00392,0.0582,0.108,0.659,136.317,garage,6,0,4,0,29
310173,0.616,0.753,-8.365,0.0475,0.543,0.0012,0.0987,0.761,98.303,techno,5,0,4,0,52
169108,0.589,0.912,-3.878,0.0766,0.0366,0.0,0.0752,0.426,123.946,progressive-house,9,0,4,0,64
140120,0.65,0.85,-7.908,0.812,0.887,0.0,0.789,0.558,122.03,comedy,7,1,3,1,20
224374,0.362,0.97,-5.797,0.213,5.93e-05,0.0305,0.0489,0.297,172.189,industrial,8,1,3,0,23
225041,0.461,0.168,-12.101,0.038,0.986,0.000372,0.112,0.311,129.003,romance,0,1,4,0,0
231959,0.507,0.928,-4.678,0.083,2.51e-05,0.00414,0.155,0.272,103.511,death-metal,2,1,4,1,26
303321,0.687,0.555,-9.728,0.0319,0.257,0.0,0.248,0.748,87.869,salsa,0,1,4,0,29
378020,0.81,0.612,-11.387,0.0571,0.156,0.925,0.22,0.598,116.803,afrobeat,10,0,4,0,17
208916,0.593,0.595,-11.981,0.626,0.788,0.0,0.107,0.268,88.098,comedy,3,1,5,1,52
266884,0.705,0.793,-6.11,0.0462,0.00336,0.205,0.0794,0.539,125.01,drum-and-bass,10,0,4,0,17
183506,0.672,0.476,-14.645,0.0864,0.929,0.812,0.136,0.0491,94.263,club,0,0,4,0,36
290146,0.743,0.74,-4.886,0.0467,0.381,0.0,0.322,0.875,141.972,salsa,10,0,4,0,29
153714,0.723,0.449,-9.544,0.0272,0.747,0.000322,0.116,0.415,105.023,malay,10,1,1,0,19
100008,0.684,0.785,-3.903,0.274,0.308,2.69e-05,0.15,0.486,143.84,electronic,11,1,4,1,60
196692,0.734,0.387,-9.11,0.0281,0.791,5.28e-06,0.0608,0.903,100.966,guitar,0,1,4,0,27
332506,0.46,0.162,-17.142,0.0335,0.376,1.25e-05,0.181,0.102,122.767,synth-pop,5,0,4,0,63
304000,0.673,0.874,-7.17,0.085,0.00063,0.696,0.134,0.239,135.004,minimal-techno,9,1,4,0,54
219506,0.343,0.606,-6.015,0.0415,0.918,0.00396,0.975,0.428,121.006,opera,7,1,4,0,23
510679,0.761,0.473,-13.048,0.0539,0.0431,0.871,0.0871,0.43,135.0,trance,1,1,4,0,36
240933,0.451,0.839,-8.944,0.0703,0.0207,5.34e-06,0.182,0.512,120.648,heavy-metal,11,0,4,0,40
281142,0.305,0.469,-6.825,0.0327,0.729,0.0,0.409,0.276,92.11,gospel,10,0,5,0,40
173255,0.707,0.789,-6.634,0.0441,0.466,0.000432,0.247,0.916,160.053,forro,0,0,4,0,45
175853,0.504,0.987,-3.307,0.123,0.00459,3.87e-05,0.0787,0.471,141.138,goth,1,0,4,0,22
129150,0.721,0.893,-3.884,0.386,0.655,0.0,0.207,0.815,197.615,kids,10,1,4,0,10
123026,0.524,0.609,-13.03,0.401,0.607,0.0,0.126,0.948,80.232,show-tunes,7,0,4,0,44
268216,0.754,0.449,-8.79,0.0488,0.0407,0.000642,0.0963,0.334,90.405,dance,8,1,4,0,0
177011,0.562,0.861,-5.64,0.0499,5.03e-05,1.25e-05,0.285,0.568,134.883,power-pop,10,1,4,0,22
402328,0.383,0.819,-6.233,0.0755,7.47e-05,0.00012,0.162,0.36,119.109,grunge,1,1,4,0,51
309001,0.63,0.436,-6.125,0.0256,0.784,0.0,0.185,0.356,106.055,gospel,4,1,4,0,41
341666,0.171,0.8,-4.778,0.0454,0.00709,0.0165,0.328,0.352,142.74,power-pop,7,1,4,0,20
175915,0.715,0.849,-3.434,0.0804,0.0936,4.46e-05,0.12,0.293,96.021,dubstep,1,0,4,1,33
162857,0.529,0.378,-10.042,0.0365,0.536,0.917,0.353,0.26,139.989,chill,10,0,4,0,59
160200,0.336,0.982,-5.207,0.177,0.000494,0.00111,0.0886,0.408,110.383,death-metal,5,0,4,1,25
217493,0.758,0.562,-6.302,0.0771,0.0996,0.0,0.0996,0.581,142.035,edm,9,1,4,0,62
202538,0.81,0.981,-3.514,0.281,0.0955,0.0,0.208,0.803,138.003,party,2,0,4,0,25
192088,0.667,0.635,-5.924,0.0365,0.0534,0.0,0.0963,0.217,119.948,deep-house,6,1,4,0,59
314826,0.403,0.69,-5.926,0.0525,0.836,0.0,0.5,0.295,167.999,j-rock,7,0,4,0,31
275800,0.409,0.819,-3.784,0.0564,0.0351,0.0,0.322,0.458,143.937,anime,9,0,4,0,56
66427,0.46,0.0195,-26.835,0.045,0.995,0.895,0.0991,0.772,94.078,classical,9,1,4,0,4
197035,0.57,0.689,-8.821,0.0474,0.0222,0.955,0.102,0.53,127.951,industrial,6,1,4,0,0
216210,0.387,0.844,-4.257,0.061,0.199,0.0,0.0646,0.85,145.67,garage,6,1,4,0,25
184760,0.522,0.914,-8.285,0.0379,0.000164,0.847,0.24,0.0364,137.939,alternative,7,1,3,0,76
283080,0.319,0.987,-2.014,0.302,0.148,0.45,0.298,0.266,171.961,j-idol,7,1,4,0,22
191533,0.863,0.624,-5.637,0.0375,0.54,8.43e-06,0.03,0.958,105.49,blues,3,1,4,0,0
226280,0.546,0.474,-8.914,0.0292,0.343,0.0,0.102,0.28,139.031,cantopop,0,1,4,0,18
206349,0.648,0.855,-6.381,0.0487,0.0218,0.0472,0.172,0.698,148.022,afrobeat,2,1,4,0,22
218293,0.287,0.292,-19.285,0.0541,0.968,0.978,0.09,0.346,145.703,classical,9,1,4,0,64
187773,0.597,0.955,-4.761,0.0579,0.000384,0.0,0.283,0.671,121.922,grunge,11,1,4,0,26
243240,0.719,0.844,-3.529,0.103,0.0793,0.0,0.0551,0.941,90.951,latin,7,1,4,0,49
213306,0.468,0.104,-14.49,0.0336,0.895,0.00179,0.114,0.453,95.852,folk,6,1,4,0,53
200145,0.541,0.84,-10.416,0.0338,0.146,0.00986,0.302,0.91,137.04,turkish,4,1,4,0,39
277334,0.27,0.211,-20.438,0.0363,0.971,0.868,0.083,0.103,98.917,ambient,2,0,1,0,0
211573,0.456,0.182,-16.772,0.0379,0.844,0.0193,0.0884,0.128,184.304,trip-hop,3,1,4,0,36
184157,0.634,0.95,-7.199,0.0662,0.0883,0.0435,0.187,0.608,174.976,happy,10,0,4,0,34
133293,0.537,0.454,-7.896,0.0551,0.65,0.000154,0.0852,0.626,128.193,garage,9,1,4,0,54
57640,0.758,0.116,-22.555,0.0369,0.411,0.976,0.11,0.23,147.037,idm,8,1,4,0,16
212412,0.73,0.58,-7.976,0.124,0.0399,2.48e-05,0.0703,0.55,167.915,hip-hop,0,1,4,0,66
224880,0.522,0.822,-7.568,0.0888,0.362,0.000181,0.136,0.844,202.457,rockabilly,11,0,4,0,22
213517,0.763,0.373,-10.042,0.04,0.309,8.13e-06,0.144,0.225,100.021,sad,5,0,4,1,44
236853,0.368,0.871,-3.032,0.0661,0.0356,0.0,0.149,0.636,107.721,acoustic,9,0,4,0,31
154386,0.514,0.35,-19.948,0.077,0.778,1.73e-05,0.947,0.828,108.133,romance,0,0,4,0,2
210048,0.848,0.875,-5.018,0.0702,0.174,0.00709,0.0741,0.431,113.035,dancehall,10,0,4,1,53
245066,0.741,0.842,-4.948,0.142,0.0372,0.0,0.289,0.712,100.019,j-dance,1,0,4,1,36
283973,0.621,0.619,-9.047,0.0264,0.0349,6.88e-05,0.168,0.325,128.967,grunge,6,1,4,0,58
158602,0.618,0.767,-5.024,0.0489,0.00552,0.0,0.147,0.239,124.071,progressive-house,5,1,4,0,55
77240,0.754,0.164,-13.939,0.114,0.944,0.0,0.0956,0.423,145.967,kids,11,1,4,0,15
231653,0.194,0.297,-8.397,0.0356,0.899,2.79e-06,0.095,0.106,171.489,show-tunes,6,0,5,0,23
325506,0.515,0.966,-4.344,0.0435,6.06e-05,0.0329,0.0333,0.531,145.549,death-metal,6,1,4,0,26
215693,0.312,0.562,-6.495,0.0298,0.123,0.165,0.136,0.513,185.718,alternative,9,1,3,0,0
287630,0.491,0.92,-5.539,0.0507,0.0287,0.212,0.0805,0.22,149.868,hardstyle,0,1,4,0,53
256946,0.626,0.777,-4.761,0.0291,0.0953,0.0,0.0812,0.737,120.004,german,2,0,3,0,42
177946,0.556,0.641,-11.276,0.0384,0.458,0.944,0.155,0.785,133.171,bluegrass,7,1,4,0,23
415933,0.487,0.456,-7.037,0.0349,0.00663,0.00962,0.119,0.037,118.035,black-metal,9,1,4,0,17
191830,0.483,0.321,-10.401,0.0719,0.82,0.000107,0.128,0.148,141.28,indie-pop,10,0,3,0,62
60050,0.608,0.964,-1.595,0.0903,0.254,0.000758,0.217,0.69,156.489,samba,1,1,4,0,26
191000,0.598,0.685,-6.233,0.0309,0.666,7.52e-06,0.324,0.684,76.021,ska,2,1,4,0,32
96029,0.884,0.705,-6.04,0.125,0.00821,0.0,0.0363,0.694,113.94,kids,10,0,4,0,41
201199,0.401,0.78,-6.407,0.0556,0.365,0.00517,0.129,0.247,134.872,electronic,1,0,4,0,31
221272,0.485,0.724,-4.633,0.0521,0.0736,0.0,0.0631,0.433,128.045,house,9,0,4,0,67
315906,0.41,0.993,-3.376,0.205,0.000728,0.00132,0.276,0.0536,101.279,metal,7,1,4,1,71
90146,0.274,0.99,-3.769,0.0751,0.00336,0.0401,0.943,0.37,87.293,hardcore,11,0,4,0,29
282968,0.418,0.919,-6.564,0.079,0.000476,0.0129,0.197,0.469,152.062,heavy-metal,2,1,4,0,22
301453,0.468,0.547,-9.975,0.0445,0.433,8.81e-05,0.282,0.444,76.612,malay,11,0,4,0,49
186306,0.83,0.279,-21.032,0.138,0.0241,0.897,0.0857,0.293,132.983,detroit-techno,7,1,3,0,8
173365,0.846,0.434,-7.118,0.118,0.642,0.0,0.197,0.681,132.899,electro,5,1,4,1,71
205759,0.568,0.886,-7.983,0.081,0.0123,3.4e-05,0.361,0.846,160.054,pop-film,6,0,4,0,61
175440,0.634,0.599,-5.447,0.0365,0.0288,0.0,0.197,0.312,112.215,garage,2,1,4,0,74
230386,0.4,0.48,-7.768,0.0295,0.346,3.1e-05,0.155,0.653,103.436,british,7,1,4,0,65
199866,0.402,0.994,-7.338,0.0623,3.79e-05,0.0934,0.145,0.247,104.111,death-metal,8,0,4,1,49
353986,0.578,0.635,-5.335,0.0278,0.661,0.0,0.138,0.343,137.98,brazil,2,1,4,0,45
334226,0.713,0.312,-10.86,0.0568,0.131,0.159,0.137,0.603,78.46,punk-rock,4,0,4,0,38
192070,0.543,0.507,-8.119,0.0269,0.374,0.0343,0.11,0.193,100.13,ambient,10,1,4,0,57
152746,0.504,0.884,-5.09,0.133,0.00481,1.48e-06,0.0817,0.743,115.18,metal,2,1,4,0,45
256880,0.168,0.306,-9.298,0.0331,0.828,3.92e-06,0.0969,0.131,77.89,classical,5,1,4,0,0
236066,0.678,0.803,-3.131,0.0345,0.0128,0.0,0.0412,0.809,127.987,party,6,0,4,0,30
107106,0.533,0.945,-5.139,0.219,0.555,0.0,0.918,0.679,113.669,samba,2,1,4,0,35
279813,0.157,0.133,-19.689,0.036,0.988,0.961,0.0769,0.157,80.095,disney,9,0,4,0,29
114432,0.683,0.572,-9.033,0.0342,0.492,0.00583,0.098,0.936,134.561,honky-tonk,2,1,4,0,14
144830,0.382,0.157,-16.157,0.0361,0.878,0.000473,0.112,0.224,136.11,acoustic,1,1,4,0,55
210226,0.387,0.148,-17.26,0.0349,0.792,0.0,0.143,0.494,109.575,show-tunes,2,1,3,0,21
138202,0.673,0.62,-10.012,0.952,0.839,0.0,0.675,0.61,79.058,comedy,6,1,3,1,20
222044,0.642,0.881,-3.537,0.0393,0.209,0.0,0.21,0.913,138.03,folk,11,1,4,0,69
145773,0.545,0.465,-11.891,0.0424,0.882,0.0,0.783,0.931,116.056,romance,4,1,3,0,0
377821,0.491,0.938,-3.905,0.0399,0.00118,0.582,0.0547,0.371,140.051,idm,8,0,4,0,8
197466,0.447,0.952,-7.439,0.0512,8.67e-05,3.31e-06,0.449,0.37,140.05,goth,0,0,4,0,55
213573,0.684,0.708,-11.404,0.0299,0.513,2.19e-06,0.088,0.84,134.685,brazil,9,1,4,0,0
193738,0.579,0.773,-4.036,0.0318,0.000781,0.0,0.41,0.533,90.978,metalcore,5,0,4,1,54
158806,0.431,0.0197,-26.95,0.0757,0.991,0.923,0.0798,0.0929,70.012,disney,5,1,4,0,56
304959,0.772,0.714,-7.701,0.107,0.0441,0.0,0.987,0.821,76.521,malay,0,1,4,0,20
121013,0.294,0.17,-14.452,0.0378,0.924,0.885,0.0971,0.122,89.231,opera,8,1,3,0,50
188708,0.4,0.563,-5.393,0.145,0.586,1.03e-05,0.112,0.0934,84.811,indian,3,1,4,0,59
174440,0.614,0.625,-10.019,0.0322,0.776,0.000327,0.157,0.961,139.496,rockabilly,4,1,4,0,26
264040,0.483,0.438,-7.071,0.0248,0.204,0.0,0.0863,0.154,71.003,cantopop,6,1,4,0,24
